target_month,month,state,state_number,nowcast_cutoff,row_role,evaluation_partition,actual_target_headline_inflation_yoy,actual_target_is_evaluation_only,actual_target_cpi_yoy,leakage_rule,headline_anchor_rule,news_available,news_status,fx_available,fx_obs_mtd,fx_latest_date,fx_mtd_avg,fx_first,fx_latest,fx_mtd_min,fx_mtd_max,fx_mtd_std,fx_within_month_pct,fx_vs_prev_month_avg_pct,npa_available,npa_days_available,npa_latest_date,npa_petrol_mtd_avg,npa_petrol_first,npa_petrol_latest,npa_petrol_min,npa_petrol_max,npa_petrol_within_month_pct,npa_diesel_mtd_avg,npa_diesel_first,npa_diesel_latest,npa_diesel_min,npa_diesel_max,npa_diesel_within_month_pct,cpi_available,cpi_latest_yoy,cpi_observation_month,cpi_release_date,cpi_timing_status,ppi_available,ppi_latest_yoy,ppi_observation_month,ppi_release_date,ppi_timing_status,headline_anchor_available,headline_anchor_yoy,headline_anchor_observation_month,headline_anchor_release_date,headline_anchor_available_date,headline_anchor_timing_method,headline_anchor_verified_release,headline_anchor_reference_age_months,headline_anchor_information_age_days,cpi_safe_latest,cpi_safe_latest_month
2025-11,2025-11,S1_Day7,1,2025-11-07 23:59:59,formal_frozen_test,formal_frozen_test,6.3,True,6.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,5,2025-11-07,10.914,10.9,10.92,10.9,10.92,0.00734846922834933,0.18348623853210455,-4.769817333409221,True,5,2025-11-07,12.814000000000002,12.98,12.7,12.7,12.98,-2.157164869029282,13.110000000000003,13.35,12.95,12.95,13.35,-2.9962546816479474,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,11.5,2025-08,,2025-10-15,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,23,11.5,2025-08
2025-11,2025-11,S2_Day14,2,2025-11-14 23:59:59,formal_frozen_test,formal_frozen_test,6.3,True,6.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,10,2025-11-14,10.934479999999999,10.9,10.97,10.9,10.97,0.025020663460428336,0.6422018348623881,-4.591118951421713,True,10,2025-11-14,12.714759607843137,12.98,12.6,12.6,12.98,-2.927580893682591,12.982,13.35,12.85,12.85,13.35,-3.745318352059923,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,9.4,2025-09,,2025-11-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,9.4,2025-09
2025-11,2025-11,S3_Day21,3,2025-11-21 23:59:59,formal_frozen_test,formal_frozen_test,6.3,True,6.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,15,2025-11-21,10.968986666666666,10.9,11.12,10.9,11.12,0.06113462594053296,2.0183486238531945,-4.290030792187527,True,15,2025-11-21,12.677338242274255,12.98,12.6,12.55,12.98,-2.927580893682591,12.937392083333332,13.35,12.91,12.76,13.35,-3.2958801498127355,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,9.4,2025-09,,2025-11-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,9.4,2025-09
2025-11,2025-11,S4_MonthEnd,4,2025-11-30 23:59:59,formal_frozen_test,formal_frozen_test,6.3,True,6.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,20,2025-11-28,11.023740000000002,10.9,11.27,10.9,11.27,0.11162824194620283,3.394495412844023,-3.8122802025835067,True,20,2025-11-28,12.657253681705692,12.98,12.595,12.55,12.98,-2.9661016949152574,12.9230440625,13.35,12.86,12.76,13.35,-3.670411985018729,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,9.4,2025-09,,2025-11-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,16,9.4,2025-09
2025-12,2025-12,S1_Day7,1,2025-12-07 23:59:59,formal_frozen_test,formal_frozen_test,5.4,True,5.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,4,2025-12-04,11.35425,11.3,11.41,11.3,11.41,0.04005230954639185,0.9734513274336276,2.998165776769035,True,4,2025-12-04,12.633177368421052,12.66270947368421,12.6,12.6,12.66270947368421,-0.4952295068802903,12.9875,12.99,12.98,12.98,12.99,-0.07698229407235857,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,9.4,2025-09,,2025-11-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,23,9.4,2025-09
2025-12,2025-12,S2_Day14,2,2025-12-14 23:59:59,formal_frozen_test,formal_frozen_test,5.4,True,5.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,9,2025-12-12,11.406333333333333,11.3,11.49,11.3,11.49,0.057569281932487296,1.6814159292035447,3.470630959486809,True,9,2025-12-12,12.593634385964911,12.66270947368421,12.55,12.55,12.66270947368421,-0.8900897072498082,12.955555555555556,12.99,12.925,12.925,12.99,-0.5003849114703529,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,9.4,2025-09,,2025-11-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,30,9.4,2025-09
2025-12,2025-12,S3_Day21,3,2025-12-21 23:59:59,formal_frozen_test,formal_frozen_test,5.4,True,5.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,14,2025-12-19,11.439071428571427,11.3,11.49,11.3,11.51,0.06387316034333108,1.6814159292035447,3.767609074337974,True,14,2025-12-19,12.552336390977441,12.66270947368421,12.39,12.39,12.66270947368421,-2.153642348432272,12.91428751803752,12.99,12.75502525252526,12.75502525252526,12.99,-1.8088895109679815,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,8.0,2025-10,,2025-12-15,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,6,8.0,2025-10
2025-12,2025-12,S4_MonthEnd,4,2025-12-31 23:59:59,formal_frozen_test,formal_frozen_test,5.4,True,5.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,20,2025-12-31,11.27835,11.3,10.45,10.45,11.51,0.33488166193448116,-7.522123893805322,2.3096517152980445,True,22,2025-12-31,12.48068996230245,12.66270947368421,12.332469696969696,12.332469696969696,12.66270947368421,-2.6079708880695884,12.851364784205696,12.99,12.72,12.72,12.99,-2.0785219399538035,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,8.0,2025-10,,2025-12-15,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,16,8.0,2025-10
2026-01,2026-01,S1_Day7,1,2026-01-07 23:59:59,formal_frozen_test,formal_frozen_test,3.8,True,3.8,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,4,2026-01-07,10.596725000000001,10.5,10.67,10.5,10.67,0.06152785446446178,1.6190476190476089,-6.043658868540158,True,5,2026-01-07,12.273204868686866,12.32893434343434,12.19,12.19,12.32893434343434,-1.1268966121822932,12.643657500000003,12.72,12.5245,12.5245,12.72,-1.5369496855345943,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,8.0,2025-10,,2025-12-15,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,23,8.0,2025-10
2026-01,2026-01,S2_Day14,2,2026-01-14 23:59:59,formal_frozen_test,formal_frozen_test,3.8,True,3.8,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,8,2026-01-14,10.6589875,10.5,10.75,10.5,10.75,0.07711550488552875,2.3809523809523725,-5.491605598336635,True,10,2026-01-14,12.174942533353335,12.32893434343434,12.042668316831683,12.042668316831683,12.32893434343434,-2.321904056169344,12.568125318627452,12.72,12.49,12.49,12.72,-1.8081761006289332,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,6.3,2025-11,,2026-01-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,6.3,2025-11
2026-01,2026-01,S3_Day21,3,2026-01-21 23:59:59,formal_frozen_test,formal_frozen_test,3.8,True,3.8,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,13,2026-01-21,10.72706923076923,10.5,10.87,10.5,10.87,0.10630324826512115,3.523809523809507,-4.887955855517612,True,15,2026-01-21,12.069208223555687,12.32893434343434,11.694945544554455,11.694945544554455,12.32893434343434,-5.142283844000762,12.484083545751636,12.72,12.155,12.155,12.72,-4.441823899371078,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,6.3,2025-11,,2026-01-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,6.3,2025-11
2026-01,2026-01,S4_MonthEnd,4,2026-01-31 23:59:59,formal_frozen_test,formal_frozen_test,3.8,True,3.8,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,20,2026-01-30,10.792094999999998,10.5,10.95,10.5,10.95,0.12447908047137878,4.2857142857142705,-4.311401933793524,True,21,2026-01-29,11.879007288395504,12.32893434343434,10.975,10.975,12.32893434343434,-10.981762946571017,12.362916818394023,12.72,11.9,11.9,12.72,-6.446540880503148,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,6.3,2025-11,,2026-01-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,17,6.3,2025-11
2026-02,2026-02,S1_Day7,1,2026-02-07 23:59:59,formal_frozen_test,formal_frozen_test,3.3,True,3.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,5,2026-02-06,10.972,10.96,10.98,10.96,10.98,0.007483314773547723,0.18248175182480342,1.6670071936913278,True,5,2026-02-06,10.976000000000003,10.96,10.98,10.96,10.98,0.18248175182480342,11.91735098039216,11.9,11.93,11.9,11.93,0.25210084033613356,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,6.3,2025-11,,2026-01-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,24,6.3,2025-11
2026-02,2026-02,S2_Day14,2,2026-02-14 23:59:59,formal_frozen_test,formal_frozen_test,3.3,True,3.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,10,2026-02-13,10.983270000000001,10.96,10.9985,10.96,10.9985,0.012729732911573418,0.35127737226277045,1.7714354812481181,True,10,2026-02-13,10.982499999999998,10.96,10.99,10.96,10.99,0.27372262773721623,11.934175490196079,11.9,11.955,11.9,11.955,0.4621848739495782,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,5.4,2025-12,,2026-02-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,5.4,2025-12
2026-02,2026-02,S3_Day21,3,2026-02-21 23:59:59,formal_frozen_test,formal_frozen_test,3.3,True,3.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,15,2026-02-20,10.986606666666667,10.96,10.97,10.96,10.9999,0.013251237258795186,0.09124087591241281,1.802353173009208,True,15,2026-02-20,11.025395049504947,10.96,11.170935643564356,10.96,11.173014851485148,1.9245952879959338,11.981436601307193,11.9,12.15,11.9,12.15,2.1008403361344463,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,5.4,2025-12,,2026-02-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,5.4,2025-12
2026-02,2026-02,S4_MonthEnd,4,2026-02-28 23:59:59,formal_frozen_test,formal_frozen_test,3.3,True,3.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,20,2026-02-27,10.918779999999998,10.96,10.6865,10.66,10.9999,0.12684106827049355,-2.4954379562043827,1.1738684657612852,True,20,2026-02-27,11.060020792079209,10.96,11.14,10.96,11.178163366336634,1.642335766423364,12.024441911764708,11.9,12.15,11.9,12.155926470588238,2.1008403361344463,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,5.4,2025-12,,2026-02-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,14,5.4,2025-12
2026-03,2026-03,S1_Day7,1,2026-03-07 23:59:59,formal_frozen_test,formal_frozen_test,3.2,True,3.2,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,4,2026-03-05,10.744375000000002,10.72,10.77,10.72,10.77,0.018232440182268096,0.4664179104477473,-1.5972938368572054,True,4,2026-03-05,11.30725,11.23,11.38,11.23,11.38,1.335707925200369,12.33,12.27,12.375,12.27,12.375,0.8557457212714059,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,5.4,2025-12,,2026-02-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,21,5.4,2025-12
2026-03,2026-03,S2_Day14,2,2026-03-14 23:59:59,formal_frozen_test,formal_frozen_test,3.2,True,3.2,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,9,2026-03-13,10.79138888888889,10.72,10.8725,10.72,10.8725,0.05201643852229039,1.4225746268656803,-1.166715613934055,True,9,2026-03-13,11.438777777777778,11.23,11.69,11.23,11.69,4.09617097061441,12.466111111111111,12.27,12.75,12.27,12.75,3.9119804400977953,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,5.4,2025-12,,2026-02-14,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,28,5.4,2025-12
2026-03,2026-03,S3_Day21,3,2026-03-21 23:59:59,formal_frozen_test,formal_frozen_test,3.2,True,3.2,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,13,2026-03-19,10.827115384615384,10.72,10.94,10.72,10.94,0.07036201823048738,2.0522388059701413,-0.8395133465883053,True,13,2026-03-19,11.811846153846151,11.23,12.79,11.23,12.79,13.891362422083686,13.313461538461537,12.27,15.68,12.27,15.68,27.791361043194797,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,4,3.8,2026-01
2026-03,2026-03,S4_MonthEnd,4,2026-03-31 23:59:59,formal_frozen_test,formal_frozen_test,3.2,True,3.2,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,19,2026-03-31,10.87213157894737,10.72,10.998,10.72,10.998,0.0888127601822571,2.593283582089545,-0.4272310739169449,True,18,2026-03-31,12.144111111111112,11.23,13.29,11.23,13.29,18.343722172751555,14.01,12.27,15.99,12.27,15.99,30.317848410757954,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,14,3.8,2026-01
2026-04,2026-04,S1_Day7,1,2026-04-07 23:59:59,formal_frozen_test,formal_frozen_test,3.4,True,3.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,3,2026-04-07,11.003333333333332,11.0,11.01,11.0,11.01,0.004714045207910216,0.09090909090909705,1.2067712153154941,True,2,2026-04-02,13.535,13.5,13.57,13.5,13.57,0.5185185185185182,17.2975,17.1,17.494999999999997,17.1,17.494999999999997,2.3099415204678175,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,21,3.8,2026-01
2026-04,2026-04,S2_Day14,2,2026-04-14 23:59:59,formal_frozen_test,formal_frozen_test,3.4,True,3.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,8,2026-04-14,11.019525,11.0,11.0412,11.0,11.0412,0.01445957727597867,0.37454545454544963,1.3556993859239252,True,7,2026-04-14,13.56857142857143,13.5,13.595,13.5,13.595,0.7037037037037175,17.44214285714286,17.1,17.5,17.1,17.5,2.3391812865497075,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,28,3.8,2026-01
2026-04,2026-04,S3_Day21,3,2026-04-21 23:59:59,formal_frozen_test,formal_frozen_test,3.4,True,3.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,13,2026-04-21,11.0309,11.0,11.06,11.0,11.06,0.018739427788653572,0.5454545454545601,1.4603246833405414,True,12,2026-04-21,13.595416666666667,13.5,13.595,13.5,13.7,0.7037037037037175,17.256249999999998,17.1,16.545,16.545,17.6,-3.2456140350877183,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,35,3.8,2026-01
2026-04,2026-04,S4_MonthEnd,4,2026-04-30 23:59:59,formal_frozen_test,formal_frozen_test,3.4,True,3.4,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,20,2026-04-30,11.06637,11.0,11.19,11.0,11.191,0.05866440232372621,1.7272727272727328,1.786571654713498,True,19,2026-04-30,13.580526315789475,13.5,13.525,13.5,13.7,0.18518518518517713,16.970789473684217,17.1,16.424999999999997,16.424999999999997,17.6,-3.947368421052655,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,44,3.8,2026-01
2026-05,2026-05,S1_Day7,1,2026-05-07 23:59:59,formal_frozen_test,formal_frozen_test,3.7,True,3.7,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,4,2026-05-07,11.245875,11.2257,11.2748,11.2257,11.2748,0.017916246119095716,0.4373892051275252,1.6220766159092959,True,4,2026-05-07,13.5,13.5,13.5,13.5,13.5,0.0,16.27375,16.424999999999997,16.1,16.1,16.424999999999997,-1.9786910197868823,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,4,51,3.8,2026-01
2026-05,2026-05,S2_Day14,2,2026-05-14 23:59:59,formal_frozen_test,formal_frozen_test,3.7,True,3.7,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,9,2026-05-14,11.289,11.2257,11.4125,11.2257,11.4125,0.054664918671240306,1.6640387681837288,2.0117707974701693,True,9,2026-05-14,13.5,13.5,13.5,13.5,13.5,0.0,16.177222222222223,16.424999999999997,16.1,16.1,16.424999999999997,-1.9786910197868823,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,4,58,3.8,2026-01
2026-05,2026-05,S3_Day21,3,2026-05-21 23:59:59,formal_frozen_test,formal_frozen_test,3.7,True,3.7,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,14,2026-05-21,11.368642857142857,11.2257,11.6175,11.2257,11.6175,0.12362962956396178,3.4902055105694885,2.7314544619677417,True,14,2026-05-21,13.776428571428571,13.5,14.6,13.5,14.6,8.148148148148149,16.26642857142857,16.424999999999997,16.595,16.1,16.595,1.0350076103500916,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,4,65,3.8,2026-01
2026-05,2026-05,S4_MonthEnd,4,2026-05-31 23:59:59,formal_frozen_test,formal_frozen_test,3.7,True,3.7,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,19,2026-05-29,11.449805263157895,11.2257,11.73,11.2257,11.73,0.17403063092057938,4.4923701862690235,3.4648693578643863,True,19,2026-05-29,14.012105263157896,13.5,14.75,13.5,14.75,9.259259259259256,16.370789473684212,16.424999999999997,16.7,16.1,16.7,1.6742770167427867,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,4,75,3.8,2026-01
2026-06,2026-06,S1_Day7,1,2026-06-07 23:59:59,formal_frozen_test,formal_frozen_test,5.3,True,5.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,5,2026-06-05,11.805679999999999,11.75,11.8505,11.75,11.8505,0.03797343281822183,0.8553191489361733,3.108129166067175,True,5,2026-06-05,15.271,15.275,15.27,15.225,15.31,-0.03273322422259195,16.79,16.765,16.795,16.765,16.8,0.1789442290486276,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,5,82,3.8,2026-01
2026-06,2026-06,S2_Day14,2,2026-06-14 23:59:59,formal_frozen_test,formal_frozen_test,5.3,True,5.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,10,2026-06-12,11.62484,11.75,11.05,11.05,11.8505,0.3029126877501169,-5.957446808510635,1.5287136577363025,True,10,2026-06-12,15.235499999999998,15.275,15.2,15.2,15.31,-0.49099836333879043,16.7785,16.765,16.75,16.75,16.8,-0.0894721145243138,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,5,89,3.8,2026-01
2026-06,2026-06,S3_Day21,3,2026-06-21 23:59:59,formal_frozen_test,formal_frozen_test,5.3,True,5.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,15,2026-06-19,11.47196,11.75,11.215,11.05,11.8505,0.3292821076220206,-4.553191489361708,0.19349444233249802,True,15,2026-06-19,15.205999999999996,15.275,14.935,14.935,15.31,-2.225859247135842,16.721,16.765,16.5,16.5,16.8,-1.5806740232627514,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,5,96,3.8,2026-01
2026-06,2026-06,S4_MonthEnd,4,2026-06-30 23:59:59,formal_frozen_test,formal_frozen_test,5.3,True,5.3,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,22,2026-06-30,11.406845454545454,11.75,11.35,11.05,11.8505,0.28982869035357095,-3.404255319148941,-0.37520121630952863,True,22,2026-06-30,14.935799015799013,15.275,13.99,13.99,15.31,-8.412438625204588,16.567075216450217,16.765,16.094464285714288,16.094464285714288,16.8,-3.999616548080598,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,5,105,3.8,2026-01
2026-07,2026-07,S1_Day7,1,2026-07-07 23:59:59,formal_frozen_test,formal_frozen_test,4.6,True,4.6,information timestamp <= nowcast cutoff,verified GSS release date where available; otherwise conservative observation month-end +45 days; target month itself always excluded,False,ADDED_IN_SCRIPT_10,True,4,2026-07-07,11.389125,11.35,11.427,11.35,11.427,0.027231358302515864,0.6784140969162911,-0.15534929982234935,True,5,2026-07-07,13.805000000000001,13.87,13.64,13.64,13.87,-1.6582552271088624,15.90964285714286,15.97821428571429,15.79,15.79,15.97821428571429,-1.1779431815642227,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,False,,,,TIMING_UNRESOLVED_OR_NOT_RELEASED,True,3.8,2026-01,,2026-03-17,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,6,112,3.8,2026-01
