target_month,month,state,state_number,nowcast_cutoff,row_role,evaluation_partition,actual_target_headline_inflation_yoy,actual_target_cpi_yoy,actual_target_is_evaluation_only,headline_anchor_available,headline_anchor_yoy,headline_anchor_observation_month,headline_anchor_available_date,headline_anchor_release_date,headline_anchor_timing_method,headline_anchor_verified_release,headline_anchor_reference_age_months,headline_anchor_information_age_days,cpi_safe_latest,cpi_safe_latest_month,fx_mtd_avg,fx_within_month_pct,fx_vs_prev_month_avg_pct,npa_available,npa_petrol_mtd_avg,npa_petrol_latest,npa_petrol_within_month_pct,npa_diesel_mtd_avg,npa_diesel_latest,npa_diesel_within_month_pct,news_article_count,news_latest_publication,news_direction_score_mean,news_total_pressure_mean,news_inflation_share,news_upward_share,news_downward_share,news_uncertainty_share,admin_price_up_count,admin_price_down_count,admin_price_count,admin_price_balance,admin_price_shock_strength,news_food_share,news_food_pressure,news_fx_share,news_fx_pressure,news_fuel_share,news_fuel_pressure,news_monetary_policy_share,news_monetary_policy_pressure,news_fiscal_share,news_fiscal_pressure,news_transport_share,news_transport_pressure,news_utilities_share,news_utilities_pressure,news_inflationary_channel_breadth,news_disinflationary_channel_breadth,news_channel_breadth_balance,leakage_rule,headline_anchor_rule,news_available,news_status,fx_available,fx_obs_mtd,fx_latest_date,fx_first,fx_latest,fx_mtd_min,fx_mtd_max,fx_mtd_std,npa_days_available,npa_latest_date,npa_petrol_first,npa_petrol_min,npa_petrol_max,npa_diesel_first,npa_diesel_min,npa_diesel_max,cpi_available,cpi_latest_yoy,cpi_observation_month,cpi_release_date,cpi_timing_status,ppi_available,ppi_latest_yoy,ppi_observation_month,ppi_release_date,ppi_timing_status,_target_period,news_direction_score_mean_prev_month,news_total_pressure_mean_prev_month,news_food_pressure_prev_month,news_fx_pressure_prev_month,news_fuel_pressure_prev_month,news_monetary_policy_pressure_prev_month,news_fiscal_pressure_prev_month,news_transport_pressure_prev_month,news_utilities_pressure_prev_month,news_channel_breadth_balance_prev_month,admin_price_balance_prev_month,admin_price_shock_strength_prev_month,news_direction_score_mean_delta_prev_month,news_total_pressure_mean_delta_prev_month,news_food_pressure_delta_prev_month,news_fx_pressure_delta_prev_month,news_fuel_pressure_delta_prev_month,news_monetary_policy_pressure_delta_prev_month,news_fiscal_pressure_delta_prev_month,news_transport_pressure_delta_prev_month,news_utilities_pressure_delta_prev_month,news_channel_breadth_balance_delta_prev_month,admin_price_balance_delta_prev_month,admin_price_shock_strength_delta_prev_month,news_direction_score_mean_prior_state,news_direction_score_mean_delta_prior_state,news_total_pressure_mean_prior_state,news_total_pressure_mean_delta_prior_state,news_food_pressure_prior_state,news_food_pressure_delta_prior_state,news_fx_pressure_prior_state,news_fx_pressure_delta_prior_state,news_fuel_pressure_prior_state,news_fuel_pressure_delta_prior_state,news_monetary_policy_pressure_prior_state,news_monetary_policy_pressure_delta_prior_state,news_fiscal_pressure_prior_state,news_fiscal_pressure_delta_prior_state,news_transport_pressure_prior_state,news_transport_pressure_delta_prior_state,news_utilities_pressure_prior_state,news_utilities_pressure_delta_prior_state,news_channel_breadth_balance_prior_state,news_channel_breadth_balance_delta_prior_state,admin_price_balance_prior_state,admin_price_balance_delta_prior_state,admin_price_shock_strength_prior_state,admin_price_shock_strength_delta_prior_state,news_pressure_acceleration,news_pressure_sign_reversal,inflation_pressure_direction_score,news_food_reversal_flag,news_fx_reversal_flag,news_fuel_reversal_flag,news_transport_reversal_flag,news_utilities_reversal_flag,news_fiscal_reversal_flag,news_monetary_policy_reversal_flag,news_channel_reversal_share,turning_point_strength,turning_point_threshold,turning_point_any_flag,turning_point_inflationary_flag,turning_point_disinflationary_flag,turning_point_score,anchor_staleness_turning_interaction
2019-12,2019-12,S4_MonthEnd,4,2019-12-31 23:59:59,training,training,7.8,7.8,True,True,7.6,2019-10,2019-12-15 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,16,7.6,2019-10,5.537663157894737,0.15021536902304344,2.761546611952981,False,,,,,,,6,2019-12-16,0.49300952432383355,3.1666666666666665,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.5,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,-0.3333333333333333,0.16666666666666666,0.8333333333333334,0.6666666666666666,2.5,0.5,2.8333333333333335,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.14285714285714285,0.42857142857142855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2019-12,-0.025002238021740605,-0.6666666666666666,0.0,0.0,0.0,-1.1111111111111112,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.5180117623455741,3.833333333333333,-0.3333333333333333,0.8333333333333334,2.5,3.9444444444444446,1.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.49300952432383355,0.0,3.1666666666666665,0.0,-0.3333333333333333,0.0,0.8333333333333334,0.0,2.5,0.0,2.8333333333333335,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.6333333333333333,1,0.4622959633026482,1,1,1,0,0,1,1,0.7142857142857143,0.6811480928969377,0.6097973503053566,1,1,0,0.6811480928969377,1.3622961857938753
2020-01,2020-01,S1_Day7,1,2020-01-07 23:59:59,training,training,7.7,7.7,True,True,7.6,2019-10,2019-12-15 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,23,7.6,2019-10,5.534133333333333,-0.00361389180009164,-0.06374213202858803,False,,,,,,,1,2020-01-02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01,0.49300952432383355,3.1666666666666665,-0.3333333333333333,0.8333333333333334,2.5,2.8333333333333335,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,-0.49300952432383355,-3.1666666666666665,0.3333333333333333,-0.8333333333333334,-2.5,-2.8333333333333335,-1.0,0.0,0.0,-0.42857142857142855,0.0,0.0,0.49300952432383355,-0.49300952432383355,3.1666666666666665,-3.1666666666666665,-0.3333333333333333,0.3333333333333333,0.8333333333333334,-0.8333333333333334,2.5,-2.5,2.8333333333333335,-2.8333333333333335,1.0,-1.0,0.0,0.0,0.0,0.0,0.42857142857142855,-0.42857142857142855,0.0,0.0,0.0,0.0,-3.1666666666666665,1,0.0,1,1,1,0,0,1,1,0.7142857142857143,0.7524175780391397,0.6097973503053566,1,0,0,0.7524175780391397,2.257252734117419
2020-01,2020-01,S2_Day14,2,2020-01-14 23:59:59,training,training,7.7,7.7,True,True,8.0,2019-11,2020-01-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,8.0,2019-11,5.5356125,0.043366701600944246,-0.03703110565352885,False,,,,,,,4,2020-01-08,0.22628706341121663,1.5,0.75,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,1.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01,0.49300952432383355,3.1666666666666665,-0.3333333333333333,0.8333333333333334,2.5,2.8333333333333335,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,-0.2667224609126169,-1.6666666666666665,0.3333333333333333,-0.8333333333333334,-1.0,-2.8333333333333335,-1.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.22628706341121663,0.0,1.5,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,4.666666666666666,0,0.2929598857171364,1,1,0,0,0,1,1,0.5714285714285714,0.4574254102084108,0.6097973503053566,0,0,0,0.4574254102084108,0.9148508204168216
2020-01,2020-01,S3_Day21,3,2020-01-21 23:59:59,training,training,7.7,7.7,True,True,8.0,2019-11,2020-01-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,8.0,2019-11,5.535469230769231,0.009034729500201344,-0.039618284156150985,False,,,,,,,6,2020-01-18,0.15085804227414443,1.0,0.6666666666666666,0.16666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01,0.49300952432383355,3.1666666666666665,-0.3333333333333333,0.8333333333333334,2.5,2.8333333333333335,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,-0.34215148204968915,-2.1666666666666665,0.3333333333333333,-0.8333333333333334,-1.5,-2.8333333333333335,-1.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.22628706341121663,-0.0754290211370722,1.5,-0.5,0.0,0.0,0.0,0.0,1.5,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,-2.0,0,0.2150955779098615,1,1,0,0,0,1,1,0.5714285714285714,0.46371887737985995,0.6097973503053566,0,0,0,0.46371887737985995,0.9274377547597199
2020-01,2020-01,S4_MonthEnd,4,2020-01-31 23:59:59,training,training,7.7,7.7,True,True,8.0,2019-11,2020-01-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,17,8.0,2019-11,5.527533333333333,-1.210653753026636,-0.18292597929077115,False,,,,,,,7,2020-01-31,0.2670251191029548,2.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.8571428571428571,0.42857142857142855,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-01,0.49300952432383355,3.1666666666666665,-0.3333333333333333,0.8333333333333334,2.5,2.8333333333333335,1.0,0.0,0.0,0.42857142857142855,0.0,0.0,-0.22598440522087876,-1.1666666666666665,0.3333333333333333,-0.8333333333333334,-1.6428571428571428,-1.6904761904761907,-1.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.15085804227414443,0.11616707682881036,1.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.1428571428571429,0.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,1.5,0,0.3212563428460179,1,1,0,0,0,1,0,0.42857142857142855,0.3290517230173613,0.6097973503053566,0,0,0,0.3290517230173613,0.6581034460347226
2020-02,2020-02,S1_Day7,1,2020-02-07 23:59:59,training,training,7.7,7.7,True,True,8.0,2019-11,2020-01-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,24,8.0,2019-11,5.3721000000000005,-0.9405547240238676,-2.8119836455079317,False,,,,,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02,0.2670251191029548,2.0,0.0,0.0,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,-0.2670251191029548,-2.0,0.0,0.0,-0.8571428571428571,-1.1428571428571428,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.2670251191029548,-0.2670251191029548,2.0,-2.0,0.0,0.0,0.0,0.0,0.8571428571428571,-0.8571428571428571,1.1428571428571428,-1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-2.0,1,0.0,0,0,1,0,0,0,1,0.2857142857142857,0.6236542208350252,0.6097973503053566,1,0,0,0.6236542208350252,1.8709626625050757
2020-02,2020-02,S2_Day14,2,2020-02-14 23:59:59,training,training,7.7,7.7,True,True,7.8,2019-12,2020-02-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,7.8,2019-12,5.3507,-2.108394774285338,-3.1991364442246706,False,,,,,,,2,2020-02-13,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02,0.2670251191029548,2.0,0.0,0.0,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,-0.2670251191029548,-2.0,0.0,0.0,-0.8571428571428571,-1.1428571428571428,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1,0.0,0,0,1,0,0,0,1,0.2857142857142857,0.6236542208350252,0.6097973503053566,1,0,0,0.6236542208350252,1.2473084416700504
2020-02,2020-02,S3_Day21,3,2020-02-21 23:59:59,training,training,7.7,7.7,True,True,7.8,2019-12,2020-02-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,7.8,2019-12,5.329059999999999,-2.3800284568619823,-3.590631143487766,False,,,,,,,3,2020-02-19,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02,0.2670251191029548,2.0,0.0,0.0,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,-0.2670251191029548,-2.0,0.0,0.0,-0.8571428571428571,-1.1428571428571428,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0,1,0,0,0,1,0.2857142857142857,0.5094150974416606,0.6097973503053566,0,0,0,0.5094150974416606,1.0188301948833212
2020-02,2020-02,S4_MonthEnd,4,2020-02-29 23:59:59,training,training,7.7,7.7,True,True,7.8,2019-12,2020-02-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,15,7.8,2019-12,5.319419999999999,-2.158286675166765,-3.765030815433057,False,,,,,,,5,2020-02-23,0.3946457192605721,4.0,0.4,0.4,0.0,0.0,1.0,1.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-02,0.2670251191029548,2.0,0.0,0.0,0.8571428571428571,1.1428571428571428,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.12762060015761734,2.0,0.0,0.0,3.142857142857143,-1.1428571428571428,0.0,0.0,0.0,-0.14285714285714285,0.0,0.4,0.0,0.3946457192605721,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.4,4.0,0,0.4409552681769747,0,0,0,0,0,0,1,0.14285714285714285,0.5325906630244616,0.6097973503053566,0,0,0,0.5325906630244616,1.0651813260489231
2020-03,2020-03,S1_Day7,1,2020-03-07 23:59:59,training,training,7.7,7.7,True,True,7.8,2019-12,2020-02-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,22,7.8,2019-12,5.29845,0.06797069707724646,-0.39421591075717854,False,,,,,,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03,0.3946457192605721,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.4,-0.3946457192605721,-4.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,-0.4,0.3946457192605721,-0.3946457192605721,4.0,-4.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,-0.14285714285714285,0.0,0.0,0.4,-0.4,-4.0,1,0.0,0,0,1,0,0,0,0,0.14285714285714285,0.7034423614664799,0.6097973503053566,1,0,0,0.7034423614664799,2.1103270843994397
2020-03,2020-03,S2_Day14,2,2020-03-14 23:59:59,training,training,7.7,7.7,True,True,7.8,2019-12,2020-02-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,29,7.8,2019-12,5.3092444444444435,0.5928555245072076,-0.19129069627056294,False,,,,,,,7,2020-03-12,-0.1748159018879678,-0.8571428571428571,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,-0.8571428571428571,0.0,0.0,0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03,0.3946457192605721,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.4,-0.5694616211485399,-4.857142857142857,0.0,0.0,-4.857142857142857,0.0,-0.2857142857142857,0.0,0.0,-0.42857142857142855,0.0,-0.4,0.0,-0.1748159018879678,0.0,-0.8571428571428571,0.0,0.0,0.0,0.0,0.0,-0.8571428571428571,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,0.0,0.0,3.142857142857143,1,-0.19614274717675087,0,0,1,0,0,1,0,0.2857142857142857,0.7321890066229391,0.6097973503053566,1,0,1,0.7321890066229391,2.196567019868817
2020-03,2020-03,S3_Day21,3,2020-03-21 23:59:59,training,training,7.7,7.7,True,True,7.7,2020-01,2020-03-16 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,5,7.7,2020-01,5.323371428571428,1.2064798731213466,0.07428307167753889,False,,,,,,,12,2020-03-19,-0.10197594276798122,-0.5,0.16666666666666666,0.0,0.16666666666666666,0.25,0.0,1.0,1.0,-1.0,0.08333333333333333,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,-0.5,0.16666666666666666,0.0,0.25,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03,0.3946457192605721,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.4,-0.49662166202855335,-4.5,0.0,0.0,-4.5,0.0,-0.16666666666666666,0.0,0.0,-0.42857142857142855,-1.0,-0.3166666666666667,-0.1748159018879678,0.07283995911998659,-0.8571428571428571,0.3571428571428571,0.0,0.0,0.0,0.0,-0.8571428571428571,0.3571428571428571,0.0,0.0,-0.2857142857142857,0.11904761904761904,0.0,0.0,0.0,0.0,-0.2857142857142857,0.0,0.0,-1.0,0.0,0.08333333333333333,1.2142857142857142,1,-0.1744991123673834,0,0,1,0,0,1,0,0.2857142857142857,0.7152927202932182,0.6097973503053566,1,0,1,0.7152927202932182,1.4305854405864364
2020-03,2020-03,S4_MonthEnd,4,2020-03-31 23:59:59,training,training,7.7,7.7,True,True,7.7,2020-01,2020-03-16 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,15,7.7,2020-01,5.356485714285714,2.7547013065478465,0.6967999196475505,False,,,,,,,13,2020-03-30,-0.035547473635385365,-0.15384615384615385,0.23076923076923078,0.07692307692307693,0.15384615384615385,0.3076923076923077,0.0,1.0,1.0,-1.0,0.07692307692307693,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.0,0.6153846153846154,-0.46153846153846156,0.15384615384615385,0.0,0.23076923076923078,-0.15384615384615385,0.0,0.0,0.0,0.0,0.14285714285714285,0.2857142857142857,-0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-03,0.3946457192605721,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.4,-0.4301931928959575,-4.153846153846154,0.3076923076923077,0.0,-4.461538461538462,0.0,-0.15384615384615385,0.0,0.0,-0.2857142857142857,-1.0,-0.3230769230769231,-0.10197594276798122,0.06642846913259585,-0.5,0.34615384615384615,0.0,0.3076923076923077,0.0,0.0,-0.5,0.038461538461538436,0.0,0.0,-0.16666666666666666,0.012820512820512803,0.0,0.0,0.0,0.0,-0.2857142857142857,0.14285714285714285,-1.0,0.0,0.08333333333333333,-0.006410256410256401,-0.01098901098901095,1,-0.08379220845697508,1,0,1,0,0,1,0,0.42857142857142855,0.6356057924538514,0.6097973503053566,1,0,1,0.6356057924538514,1.2712115849077028
2020-04,2020-04,S1_Day7,1,2020-04-07 23:59:59,training,training,10.5,10.5,True,True,7.7,2020-01,2020-03-16 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,3,22,7.7,2020-01,5.470899999999999,1.069400804806775,2.1359953487627648,False,,,,,,,1,2020-04-06,0.9051482536448665,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04,-0.035547473635385365,-0.15384615384615385,0.3076923076923077,0.0,-0.46153846153846156,0.0,-0.15384615384615385,0.0,0.0,-0.14285714285714285,-1.0,0.07692307692307693,0.9406957272802519,6.153846153846154,5.6923076923076925,0.0,0.46153846153846156,0.0,0.15384615384615385,0.0,0.0,0.2857142857142857,1.0,-0.07692307692307693,-0.035547473635385365,0.9406957272802519,-0.15384615384615385,6.153846153846154,0.3076923076923077,5.6923076923076925,0.0,0.0,-0.46153846153846156,0.46153846153846156,0.0,0.0,-0.15384615384615385,0.15384615384615385,0.0,0.0,0.0,0.0,-0.14285714285714285,0.2857142857142857,-1.0,1.0,0.07692307692307693,-0.07692307692307693,6.153846153846154,1,0.5046702339862223,0,0,1,0,0,1,0,0.2857142857142857,0.7407363583123099,0.6097973503053566,1,1,0,0.7407363583123099,2.22220907493693
2020-04,2020-04,S2_Day14,2,2020-04-14 23:59:59,training,training,10.5,10.5,True,True,7.7,2020-02,2020-04-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,0,7.7,2020-02,5.484125,1.2531466475570907,2.3828923014556302,False,,,,,,,3,2020-04-13,0.4557551369682921,2.6666666666666665,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04,-0.035547473635385365,-0.15384615384615385,0.3076923076923077,0.0,-0.46153846153846156,0.0,-0.15384615384615385,0.0,0.0,-0.14285714285714285,-1.0,0.07692307692307693,0.49130261060367747,2.8205128205128203,1.6923076923076923,0.0,1.1282051282051282,0.0,0.15384615384615385,0.0,0.0,0.42857142857142855,1.0,-0.07692307692307693,0.9051482536448665,-0.4493931166765744,6.0,-3.3333333333333335,6.0,-4.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,-9.487179487179487,1,0.4651976930421776,0,0,1,0,0,1,0,0.2857142857142857,0.7106192560179557,0.6097973503053566,1,1,0,0.7106192560179557,1.4212385120359114
2020-04,2020-04,S3_Day21,3,2020-04-21 23:59:59,training,training,10.5,10.5,True,True,7.7,2020-02,2020-04-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,7,7.7,2020-02,5.4948384615384605,1.332157359939723,2.5829014512959603,False,,,,,,,5,2020-04-17,0.36587651363297724,2.0,0.4,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.4,1.6,0.0,0.0,0.2,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04,-0.035547473635385365,-0.15384615384615385,0.3076923076923077,0.0,-0.46153846153846156,0.0,-0.15384615384615385,0.0,0.0,-0.14285714285714285,-1.0,0.07692307692307693,0.4014239872683626,2.1538461538461537,1.2923076923076924,0.0,0.8615384615384616,0.0,0.15384615384615385,0.0,0.0,0.42857142857142855,1.0,-0.07692307692307693,0.4557551369682921,-0.08987862333531488,2.6666666666666665,-0.6666666666666665,2.0,-0.3999999999999999,0.0,0.0,0.6666666666666666,-0.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,2.666666666666667,1,0.40018671643289977,0,0,1,0,0,1,0,0.2857142857142857,0.6577285964606079,0.6097973503053566,1,1,0,0.6577285964606079,1.3154571929212158
2020-04,2020-04,S4_MonthEnd,4,2020-04-30 23:59:59,training,training,10.5,10.5,True,True,7.7,2020-02,2020-04-14 00:00:00,,CONSERVATIVE_MONTH_END_PLUS_45D_PROXY,False,2,16,7.7,2020-02,5.515135,2.916046524447369,2.961816649509008,False,,,,,,,8,2020-04-28,0.0553788870481071,0.5,0.25,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.25,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-04,-0.035547473635385365,-0.15384615384615385,0.3076923076923077,0.0,-0.46153846153846156,0.0,-0.15384615384615385,0.0,0.0,-0.14285714285714285,-1.0,0.07692307692307693,0.09092636068349247,0.6538461538461539,0.1923076923076923,0.0,0.46153846153846156,0.0,0.15384615384615385,0.0,0.0,0.2857142857142857,1.0,-0.07692307692307693,0.36587651363297724,-0.3104976265848701,2.0,-1.5,1.6,-1.1,0.0,0.0,0.4,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.14285714285714285,0.0,0.0,0.0,0.0,-0.8333333333333335,1,0.1296021883447117,0,0,1,0,0,1,0,0.2857142857142857,0.41248859039668917,0.6097973503053566,0,0,0,0.41248859039668917,0.8249771807933783
