month_date,relevant_articles,direct_inflation_articles,indirect_driver_articles,upward_articles,downward_articles,neutral_articles,uncertain_articles,sum_upward_score,sum_downward_score,sum_net_price_pressure,weighted_price_pressure,mean_net_price_pressure,mean_uncertainty,upward_share,downward_share,neutral_share,uncertainty_share,direct_inflation_share,net_direction_balance,theme_exchange_rate,theme_fiscal_tax_policy,theme_food_agriculture,theme_fuel_energy,theme_housing_utilities,theme_imports_supply_chain,theme_monetary_financial,theme_transport_logistics,theme_wages_labour,month,year,month_number,coverage_gbn,coverage_myjoy,coverage_gbc,active_source_count,relevant_articles_per_active_source,weighted_pressure_per_active_source,cpi_all_items,headline_inflation_yoy,core_inflation,headline_inflation,inflation_change,lag1_inflation,lag2_inflation,lag3_inflation,lag6_inflation,lag12_inflation,lag1_inflation_change,lag2_inflation_change
2021-07-01,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2021-07,2021,7,1,0,1,2,1.5,0.0,101.32045,9.0,8.83,9.0,1.2000000000000002,7.8,7.5,8.5,9.9,11.4,0.2999999999999998,-1.0
2021-08-01,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-08,2021,8,1,0,1,2,1.0,0.0,101.59289,9.7,9.46,9.7,0.6999999999999993,9.0,7.8,7.5,10.3,10.6,1.2000000000000002,0.2999999999999998
2021-09-01,3.0,2.0,1.0,2.0,0.0,1.0,3.0,5.0,0.0,5.0,7.0,1.6666666666666667,7.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.6666666666666666,0.6666666666666666,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2021-09,2021,9,1,0,1,2,1.5,3.5,102.2446,10.6,10.03,10.6,0.9000000000000004,9.7,9.0,7.8,10.3,10.4,0.6999999999999993,1.2000000000000002
2021-10-01,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2021-10,2021,10,1,0,1,2,0.5,0.0,102.86702,11.0,10.28,11.0,0.40000000000000036,10.6,9.7,9.0,8.5,10.1,0.9000000000000004,0.6999999999999993
2021-11-01,3.0,2.0,1.0,2.0,0.0,1.0,0.0,5.0,0.0,5.0,8.0,1.6666666666666667,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2021-11,2021,11,1,0,1,2,1.5,4.0,104.32379,12.3,11.47,12.3,1.3000000000000007,11.0,10.6,9.7,7.5,9.8,0.40000000000000036,0.9000000000000004
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021-12,2021,12,1,0,1,2,0.0,0.0,105.60845,12.6,11.91,12.6,0.29999999999999893,12.3,11.0,10.6,7.8,10.4,1.3000000000000007,0.40000000000000036
2022-01-01,4.0,3.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,0.0,1.0,0.5,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-01,2022,1,1,0,1,2,2.0,0.0,107.83941,13.9,13.28,13.9,1.3000000000000007,12.6,12.3,11.0,9.0,9.9,0.29999999999999893,1.3000000000000007
2022-02-01,4.0,0.0,4.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,3.0,0.75,0.0,0.25,0.0,0.75,0.0,0.0,0.25,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2022-02,2022,2,1,0,1,2,2.0,1.5,110.38393,15.7,14.99,15.7,1.799999999999999,13.9,12.6,12.3,9.7,10.3,1.3000000000000007,0.29999999999999893
2022-03-01,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2022-03,2022,3,1,0,1,2,1.5,0.0,114.85201,19.4,18.58,19.4,3.6999999999999993,15.7,13.9,12.6,10.6,10.3,1.799999999999999,1.3000000000000007
2022-04-01,6.0,4.0,2.0,3.0,0.0,3.0,3.0,11.0,0.0,11.0,19.0,1.8333333333333333,0.6666666666666666,0.5,0.0,0.5,0.5,0.6666666666666666,0.5,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,2022-04,2022,4,1,0,1,2,3.0,9.5,120.76402,23.6,22.52,23.6,4.200000000000003,19.4,15.7,13.9,11.0,8.5,3.6999999999999993,1.799999999999999
2022-05-01,6.0,4.0,2.0,2.0,0.0,4.0,0.0,5.0,0.0,5.0,5.0,0.8333333333333334,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-05,2022,5,1,0,1,2,3.0,2.5,125.66184,27.7,26.64,27.7,4.099999999999998,23.6,19.4,15.7,12.3,7.5,4.200000000000003,3.6999999999999993
2022-06-01,5.0,5.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2022-06,2022,6,1,0,1,2,2.5,0.0,129.41848,29.8,28.62,29.8,2.1000000000000014,27.7,23.6,19.4,12.6,7.8,4.099999999999998,4.200000000000003
2022-07-01,7.0,6.0,1.0,3.0,0.0,4.0,5.0,14.0,0.0,14.0,25.0,2.0,1.8571428571428572,0.42857142857142855,0.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0.42857142857142855,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,2022-07,2022,7,1,0,1,2,3.5,12.5,133.48796,31.8,30.46,31.8,2.0,29.8,27.7,23.6,13.9,9.0,2.1000000000000014,4.099999999999998
2022-08-01,15.0,12.0,3.0,4.0,0.0,11.0,11.0,17.0,2.0,15.0,24.0,1.0,2.0,0.26666666666666666,0.0,0.7333333333333333,0.7333333333333333,0.8,0.26666666666666666,4.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,2022-08,2022,8,1,0,1,2,7.5,12.0,136.04654,33.9,32.76,33.9,2.099999999999998,31.8,29.8,27.7,15.7,9.7,2.0,2.1000000000000014
2022-09-01,7.0,6.0,1.0,1.0,0.0,6.0,6.0,3.0,0.0,3.0,3.0,0.42857142857142855,1.5714285714285714,0.14285714285714285,0.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.14285714285714285,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2022-09,2022,9,1,0,1,2,3.5,1.5,140.6,37.2,36.2,37.2,3.3000000000000043,33.9,31.8,29.8,19.4,10.6,2.099999999999998,2.0
2022-10-01,12.0,10.0,2.0,4.0,0.0,8.0,5.0,10.0,0.0,10.0,14.0,0.8333333333333334,0.75,0.3333333333333333,0.0,0.6666666666666666,0.4166666666666667,0.8333333333333334,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,2022-10,2022,10,1,0,1,2,6.0,7.0,144.4,40.4,39.66,40.4,3.1999999999999957,37.2,33.9,31.8,23.6,11.0,3.3000000000000043,2.099999999999998
2022-11-01,10.0,7.0,3.0,3.0,0.0,7.0,4.0,10.0,0.0,10.0,12.0,1.0,0.4,0.3,0.0,0.7,0.4,0.7,0.3,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2022-11,2022,11,1,0,1,2,5.0,6.0,156.8,50.3,49.69,50.3,9.899999999999999,40.4,37.2,33.9,27.7,12.3,3.1999999999999957,3.3000000000000043
2022-12-01,3.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,-4.0,-4.0,-1.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,-0.6666666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-12,2022,12,1,0,1,2,1.5,-2.0,162.79,54.1,53.24,54.1,3.8000000000000043,50.3,40.4,37.2,29.8,12.6,9.899999999999999,3.1999999999999957
2023-01-01,9.0,7.0,2.0,3.0,0.0,6.0,6.0,15.0,0.0,15.0,27.0,1.6666666666666667,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,2023-01,2023,1,1,0,1,2,4.5,13.5,165.6,53.6,52.77,53.6,-0.5,54.1,50.3,40.4,31.8,13.9,3.8000000000000043,9.899999999999999
2023-02-01,4.0,3.0,1.0,1.0,0.0,3.0,2.0,5.0,3.0,2.0,2.0,0.5,1.25,0.25,0.0,0.75,0.5,0.75,0.25,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-02,2023,2,1,0,1,2,2.0,1.0,168.7,52.8,52.0,52.8,-0.8000000000000043,53.6,54.1,50.3,33.9,15.7,-0.5,3.8000000000000043
2023-03-01,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-03,2023,3,1,0,1,2,1.0,0.0,166.6,45.0,44.64,45.0,-7.799999999999997,52.8,53.6,54.1,37.2,19.4,-0.8000000000000043,-0.5
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-04,2023,4,1,0,1,2,0.0,0.0,170.5,41.2,41.66,41.2,-3.799999999999997,45.0,52.8,53.6,40.4,23.6,-7.799999999999997,-0.8000000000000043
2023-05-01,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,3.0,3.0,1.5,1.5,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-05,2023,5,1,0,1,2,1.0,1.5,178.66022,42.2,42.79,42.2,1.0,41.2,45.0,52.8,50.3,27.7,-3.799999999999997,-7.799999999999997
2023-06-01,4.0,4.0,0.0,1.0,0.0,3.0,1.0,4.0,0.0,4.0,8.0,1.0,0.25,0.25,0.0,0.75,0.25,1.0,0.25,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-06,2023,6,1,0,1,2,2.0,4.0,184.42168,42.5,43.47,42.5,0.29999999999999716,42.2,41.2,45.0,54.1,29.8,1.0,-3.799999999999997
2023-07-01,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2023-07,2023,7,1,0,1,2,2.0,0.0,191.00229,43.1,44.2,43.1,0.6000000000000014,42.5,42.2,41.2,53.6,31.8,0.29999999999999716,1.0
2023-08-01,5.0,5.0,0.0,1.0,0.0,4.0,2.0,5.0,0.0,5.0,10.0,1.0,0.4,0.2,0.0,0.8,0.4,1.0,0.2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-08,2023,8,1,0,1,2,2.5,5.0,190.55675,40.1,40.99,40.1,-3.0,43.1,42.5,42.2,52.8,33.9,0.6000000000000014,0.29999999999999716
2023-09-01,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09,2023,9,1,0,1,2,1.0,0.0,194.13016,38.1,38.99,38.1,-2.0,40.1,43.1,42.5,45.0,37.2,-3.0,0.6000000000000014
2023-10-01,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-10,2023,10,1,0,1,2,0.5,0.0,195.2424,35.2,36.17,35.2,-2.8999999999999986,38.1,40.1,43.1,41.2,40.4,-2.0,-3.0
2023-11-01,7.0,7.0,0.0,0.0,1.0,6.0,2.0,0.0,12.0,-12.0,-24.0,-1.7142857142857142,1.1428571428571428,0.0,0.14285714285714285,0.8571428571428571,0.2857142857142857,1.0,-0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2023-11,2023,11,1,0,1,2,3.5,-12.0,198.24199,26.4,27.16,26.4,-8.800000000000004,35.2,38.1,40.1,42.2,50.3,-2.8999999999999986,-2.0
2023-12-01,3.0,3.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,4.0,0.6666666666666666,1.6666666666666667,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023-12,2023,12,1,0,1,2,1.5,2.0,200.53905,23.2,24.18,23.2,-3.1999999999999993,26.4,35.2,38.1,42.5,54.1,-8.800000000000004,-2.8999999999999986
2024-01-01,5.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,15.0,-13.0,-28.0,-2.6,1.8,0.2,0.2,0.6,0.4,0.8,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2024-01,2024,1,1,0,1,2,2.5,-14.0,204.55,23.52,24.16,23.52,0.3200000000000003,23.2,26.4,35.2,43.1,53.6,-3.1999999999999993,-8.800000000000004
2024-02-01,6.0,5.0,1.0,0.0,1.0,5.0,3.0,0.0,3.0,-3.0,-6.0,-0.5,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.5,0.8333333333333334,-0.16666666666666666,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-02,2024,2,1,0,1,2,3.0,-3.0,207.79,23.18,24.0,23.18,-0.33999999999999986,23.52,23.2,26.4,40.1,52.8,0.3200000000000003,-3.1999999999999993
2024-03-01,5.0,4.0,1.0,1.0,0.0,4.0,3.0,12.0,6.0,6.0,6.0,1.2,1.6,0.2,0.0,0.8,0.6,0.8,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-03,2024,3,1,0,1,2,2.5,3.0,209.54,25.79,26.3,25.79,2.6099999999999994,23.18,23.52,23.2,38.1,45.0,-0.33999999999999986,0.3200000000000003
2024-04-01,4.0,3.0,1.0,1.0,0.0,3.0,3.0,2.0,0.0,2.0,2.0,0.5,1.25,0.25,0.0,0.75,0.75,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2024-04,2024,4,1,0,1,2,2.0,1.0,213.27,25.04,24.8,25.04,-0.75,25.79,23.18,23.52,35.2,41.2,2.6099999999999994,-0.33999999999999986
2024-05-01,7.0,5.0,2.0,2.0,0.0,5.0,4.0,8.0,0.0,8.0,8.0,1.1428571428571428,0.8571428571428571,0.2857142857142857,0.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0.2857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-05,2024,5,1,0,1,2,3.5,4.0,220.02,23.14,22.6,23.14,-1.8999999999999986,25.04,25.79,23.18,26.4,42.2,-0.75,2.6099999999999994
2024-06-01,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,-2.0,-6.0,-0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-06,2024,6,1,0,1,2,1.5,-3.0,226.38,22.75,22.1,22.75,-0.39000000000000057,23.14,25.04,25.79,23.2,42.5,-1.8999999999999986,-0.75
2024-07-01,8.0,8.0,0.0,0.0,1.0,7.0,4.0,3.0,6.0,-3.0,-6.0,-0.375,1.375,0.0,0.125,0.875,0.5,1.0,-0.125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-07,2024,7,1,0,1,2,4.0,-3.0,231.02,20.95,19.9,20.95,-1.8000000000000007,22.75,23.14,25.04,23.52,43.1,-0.39000000000000057,-1.8999999999999986
2024-08-01,2.0,0.0,2.0,1.0,0.0,1.0,1.0,6.0,0.0,6.0,6.0,3.0,6.0,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2024-08,2024,8,1,0,1,2,1.0,3.0,229.38,20.37,19.4,20.37,-0.5799999999999983,20.95,22.75,23.14,23.18,40.1,-1.8000000000000007,-0.39000000000000057
2024-09-01,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,6.0,-6.0,-12.0,-3.0,2.0,0.0,0.5,0.5,1.0,0.5,-0.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2024-09,2024,9,1,0,1,2,1.0,-6.0,235.81,21.46,20.8,21.46,1.0899999999999999,20.37,20.95,22.75,25.79,38.1,-0.5799999999999983,-1.8000000000000007
2024-10-01,5.0,4.0,1.0,2.0,0.0,3.0,3.0,13.0,0.0,13.0,17.0,2.6,1.4,0.4,0.0,0.6,0.6,0.8,0.4,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2024-10,2024,10,1,0,1,2,2.5,8.5,237.83,22.109,21.3,22.109,0.6490000000000009,21.46,20.37,20.95,25.04,35.2,1.0899999999999999,-0.5799999999999983
2024-11-01,6.0,6.0,0.0,0.0,1.0,5.0,6.0,2.0,3.0,-1.0,-2.0,-0.16666666666666666,2.3333333333333335,0.0,0.16666666666666666,0.8333333333333334,1.0,1.0,-0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2024-11,2024,11,1,0,1,2,3.0,-1.0,243.91,23.03,22.4,23.03,0.9209999999999994,22.109,21.46,20.37,23.14,26.4,0.6490000000000009,1.0899999999999999
2024-12-01,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-12,2024,12,1,0,1,2,0.5,0.0,248.34,23.82,23.1,23.82,0.7899999999999991,23.03,22.109,21.46,22.75,23.2,0.9209999999999994,0.6490000000000009
2025-01-01,4.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,-8.0,-16.0,-2.0,0.75,0.0,0.5,0.5,0.25,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2025-01,2025,1,1,0,1,2,2.0,-8.0,252.62,23.48,22.8,23.48,-0.33999999999999986,23.82,23.03,22.109,20.95,23.52,0.7899999999999991,0.9209999999999994
2025-02-01,9.0,9.0,0.0,0.0,1.0,8.0,5.0,0.0,6.0,-6.0,-12.0,-0.6666666666666666,1.3333333333333333,0.0,0.1111111111111111,0.8888888888888888,0.5555555555555556,1.0,-0.1111111111111111,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2025-02,2025,2,1,0,1,2,4.5,-6.0,255.89,23.13,22.4,23.13,-0.3500000000000014,23.48,23.82,23.03,20.37,23.18,-0.33999999999999986,0.7899999999999991
2025-03-01,6.0,5.0,1.0,0.0,2.0,4.0,5.0,0.0,9.0,-9.0,-18.0,-1.5,2.8333333333333335,0.0,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.8333333333333334,-0.3333333333333333,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2025-03,2025,3,1,0,1,2,3.0,-9.0,256.53,22.41,23.2,22.41,-0.7199999999999989,23.13,23.48,23.82,21.46,25.79,-0.3500000000000014,-0.33999999999999986
2025-04-01,8.0,8.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2025-04,2025,4,1,0,1,2,4.0,0.0,258.59,21.24,20.98,21.24,-1.1700000000000017,22.41,23.13,23.48,22.109,25.04,-0.7199999999999989,-0.3500000000000014
2025-05-01,9.0,8.0,1.0,0.0,2.0,7.0,4.0,4.0,12.0,-8.0,-13.0,-0.8888888888888888,0.5555555555555556,0.0,0.2222222222222222,0.7777777777777778,0.4444444444444444,0.8888888888888888,-0.2222222222222222,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2025-05,2025,5,1,0,1,2,4.5,-6.5,260.46,18.38,18.4,18.38,-2.8599999999999994,21.24,22.41,23.13,23.03,23.14,-1.1700000000000017,-0.7199999999999989
2025-06-01,4.0,4.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2025-06,2025,6,1,0,1,2,2.0,0.0,257.32,13.67,13.0,13.67,-4.709999999999999,18.38,21.24,22.41,23.82,22.75,-2.8599999999999994,-1.1700000000000017
2025-07-01,12.0,10.0,2.0,2.0,4.0,6.0,6.0,12.0,19.0,-7.0,-21.0,-0.5833333333333334,1.75,0.16666666666666666,0.3333333333333333,0.5,0.5,0.8333333333333334,-0.16666666666666666,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,0.0,2025-07,2025,7,1,0,1,2,6.0,-10.5,259.06,12.14,12.0,12.14,-1.5299999999999994,13.67,18.38,21.24,23.48,20.95,-4.709999999999999,-2.8599999999999994
2025-08-01,4.0,4.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,-3.0,-6.0,-0.75,0.5,0.0,0.25,0.75,0.25,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2025-08,2025,8,1,0,1,2,2.0,-3.0,255.71,11.48,11.52,11.48,-0.6600000000000001,12.14,13.67,18.38,23.13,20.37,-1.5299999999999994,-4.709999999999999
2025-09-01,12.0,7.0,5.0,3.0,4.0,5.0,7.0,10.0,27.0,-17.0,-31.0,-1.4166666666666667,1.4166666666666667,0.25,0.3333333333333333,0.4166666666666667,0.5833333333333334,0.5833333333333334,-0.08333333333333333,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,2025-09,2025,9,1,0,1,2,6.0,-15.5,258.02,9.42,8.83,9.42,-2.0600000000000005,11.48,12.14,13.67,22.41,21.46,-0.6600000000000001,-1.5299999999999994
2025-10-01,11.0,11.0,0.0,2.0,3.0,6.0,7.0,12.0,11.0,1.0,2.0,0.09090909090909091,1.1818181818181819,0.18181818181818182,0.2727272727272727,0.5454545454545454,0.6363636363636364,1.0,-0.09090909090909091,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2025-10,2025,10,1,0,1,2,5.5,1.0,256.97,8.05,7.37,8.05,-1.3699999999999992,9.42,11.48,12.14,21.24,22.109,-2.0600000000000005,-0.6600000000000001
2025-11-01,9.0,9.0,0.0,0.0,3.0,6.0,5.0,0.0,15.0,-15.0,-30.0,-1.6666666666666667,1.1111111111111112,0.0,0.3333333333333333,0.6666666666666666,0.5555555555555556,1.0,-0.3333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2025-11,2025,11,1,0,1,2,4.5,-15.0,259.35,6.3,5.45,6.3,-1.7500000000000009,8.05,9.42,11.48,18.38,23.03,-1.3699999999999992,-2.0600000000000005
2025-12-01,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,4.0,-4.0,-4.0,-1.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2025-12,2025,12,1,0,1,2,1.5,-2.0,261.72,5.4,4.57,5.4,-0.8999999999999995,6.3,8.05,9.42,13.67,23.82,-1.7500000000000009,-1.3699999999999992
